Sample,abstract,source_llm,story_id,story_text,review_criterion,human_label,auto_label,annotator_decision,review_flag,actual_flag,row_type,partner_story_ids,human_partner_label,ensemble_confidence,fired_models,llm_justification
original,A13,Llama 3.1 70b,US8,"As a pharmaceutical company, I want to use the AI-DrugNet framework to identify potential drug candidates that can be repurposed for AD, so that I can reduce the costs and risks associated with drug development.",independent,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US3,,1.0,Son+GPT120b+DSv3+DSTerm,
original,A13,Llama 3.1 70b,US9,"As a bioinformatician, I want to analyze the AD disease network and identify the key nodes and edges that are associated with disease progression, so that I can provide insights on the underlying mechanisms of AD.",independent,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US3,,0.25,Son,
original,A13,Gemini_1.5_flash,US3,"As a neurologist, I want to use AI-DrugNet to explore potential treatment options for my patients with AD that could be readily available based on existing drugs.",estimatable,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT20b,
original,A13,Gemini_1.5_flash,US9,"As a drug discovery company executive, I want the platform to offer different subscription tiers with access to additional features like detailed network visualizations and prioritized drug recommendations.",estimatable,0,1,0.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A13,O1_mini,US5,"As a clinical trial coordinator, I want to use AI-DrugNet to identify potential repurposed drug therapies, so that I can design and initiate clinical trials more efficiently for Alzheimer's disease.",estimatable,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A13,O1_mini,US4,"As a bioinformatician, I want to integrate drug-drug, target-target, and drug-target relationships into the AI-DrugNet model, so that the framework can generate comprehensive features for accurate drug prediction.",atomic,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSv3,
original,A14,O1_mini,US2,"As a transportation analyst, I want to analyze the spatiotemporal distribution of yellow, green, and Uber pickups, so that I can understand usage patterns across different boroughs.",unique,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,A14US7O1,diffRoleSameStory,1.0,,
original,A14,O1_mini,US7,"As a public transportation advocate, I want to visualize ridership shifts over time, so that I can advocate for balanced transportation options across all boroughs.",unique,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,PARTNER,US2,diffRoleSameStory,1.0,,
original,A14,Llama 3.1 70b,US7,"As a decision-maker, I want to understand how ridership shifts over time in each borough, so that I can make informed decisions about transportation infrastructure and services.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A14,O1_mini,US3,"As a taxi company manager, I want to leverage predictive insights from the XGBoost model, so that I can determine the optimal number of taxis to dispatch to meet demand.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A14,Gemini_1.5_flash,US10,"As a system developer, I want the system to be scalable and efficient to handle large volumes of real-time and historical data for accurate ridership prediction.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A14,Gemini_1.5_flash,US2,"As a city planner, I want to use the system to analyze historical and predicted ridership data to optimize taxi stand locations and traffic flow management.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A14,Llama 3.1 70b,US2,"As a data analyst, I want to use machine learning algorithms such as XGboost and random forest to predict ridership of taxis and Uber combined in NYC, given a time window of one hour and location within zip-code areas, so that I can provide insights to stakeholders on transportation demand.",minimal,1,0,1.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
original,A14,Llama 3.1 70b,US4,"As a commuter, I want to be able to see the most popular transportation mode in each borough, so that I can plan my trips more effectively.",estimatable,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A14,O1_mini,US10,"As a researcher, I want to evaluate the performance of different regression models on the NYC ridership data, so that I can validate the effectiveness of XGBoost in capturing complex feature dependencies.",estimatable,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT120b,
original,A14,Gemini_1.5_flash,US4,"As a researcher, I want to access the system's data and models to understand the factors influencing spatiotemporal distribution of taxi and ride-hailing demand (e.g., time of day, borough, special events).",conceptually_sound,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A14,Gemini_1.5_flash,US10,"As a system developer, I want the system to be scalable and efficient to handle large volumes of real-time and historical data for accurate ridership prediction.",atomic,1,0,1.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
original,A15,Gemini_1.5_flash,US1,"As a policymaker, I want to use machine learning to identify communities with high poverty rates so I can target resources and programs effectively.",uniform,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b,
original,A15,Llama 3.1 70b,US1,"As a policymaker, I want to use machine learning technology to forecast income levels and identify areas of high poverty, so that I can develop targeted interventions to reduce economic inequality.",unambiguous,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A15,Llama 3.1 70b,US8,"As a policymaker, I want to use machine learning models to evaluate the effectiveness of poverty reduction programs and policies, so that I can make informed decisions about resource allocation.",unambiguous,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A15,Gemini_1.5_flash,US10,"As a data scientist, I want to develop and evaluate different machine learning algorithms for income forecasting, ensuring accuracy, fairness, and responsible use of data.",minimal,1,0,0.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
original,A15,Llama 3.1 70b,US3,"As a social worker, I want to use machine learning models to predict income levels and identify individuals who are at risk of poverty, so that I can provide targeted support and services.",estimatable,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm+GPT120b+GPT20b,
original,A15,O1_mini,US9,"As a researcher in economic justice, I want to explore the relationship between lifestyle factors and income levels using data mining techniques, so that I can contribute to understanding and addressing pay uniformity issues.",conceptually_sound,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSTerm,
original,A16,Gemini_1.5_flash,US2,"As a nurse in the neonatal intensive care unit, I want a system that can continuously monitor newborn cries and alert me to any concerning changes.",estimatable,0,1,1.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A16,Gemini_1.5_flash,US5,"As a developer of medical devices, I want to explore the potential of integrating this technology into wearable devices for continuous monitoring of newborns.",estimatable,0,1,0.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A16,Llama 3.1 70b,US6,"As a developer, I want to design a system that can handle real-world problems by including many pathologies in the unhealthy group, so that I can develop a system that is effective in clinical settings.",conceptually_sound,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSTerm,
original,A16,Gemini_1.5_flash,US2,"As a nurse in the neonatal intensive care unit, I want a system that can continuously monitor newborn cries and alert me to any concerning changes.",atomic,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSv3,
original,A16,Gemini_1.5_flash,US7,"As a data scientist, I want to improve the accuracy and efficiency of this system by exploring different machine learning algorithms and feature extraction techniques.",atomic,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSv3,
original,A16,O1_mini,US10,"As a software developer, I want to design the NCDS to handle various feature sets and machine learning models, so that the system remains flexible and scalable for future enhancements.",atomic,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSv3,
original,A17,Gemini_1.5_flash,US10,"As a healthcare IT specialist, I am tasked with ensuring that the data from sleep studies are securely handled and that the systems integrating this new predictive technology comply with medical data regulations and privacy laws.",well_formed,1,0,1.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A17,Gemini_1.5_flash,US5,"As a clinical trial coordinator, I am interested in conducting a study to validate the effectiveness of the predictive system during non-REM and REM sleep phases, providing empirical support for its clinical use.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A17,O1_mini,US1,"As a sleep clinician, I want to use the apnea and hypopnea prediction system, so that I can proactively manage and treat patients with obstructive sleep apnea (OSA).",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A17,O1_mini,US2,"As a biomedical engineer, I want to integrate LAMSTAR artificial neural networks with polysomnography data, so that the prediction system can accurately forecast apnea and hypopnea episodes.",independent,0,1,1.0,IGNORE,IGNORE,PARTNER,US6,,0.25,GPT120b,
original,A17,O1_mini,US3,"As a data scientist, I want to apply wavelet transform–based preprocessing to physiological signals, so that I can enhance the accuracy of the neural network predictions.",independent,0,1,1.0,IGNORE,IGNORE,PARTNER,US6,,0.25,Son,
original,A17,O1_mini,US6,"As a medical researcher, I want to analyze the most important physiological signals for prediction, so that I can better understand the mechanisms underlying apnea and hypopnea events.",independent,0,1,1.0,IGNORE,IGNORE,FLAGGED,"US2, US3",,0.25,Son,"[Sonnet] [data] depends on ['US2', 'US3'] – US6 (analyze most important physiological signals) depends on the neural network and preprocessing pipeline (US2, US3) being in place to generate signal importance data. (avoidable: False)"
original,A17,Gemini_1.5_flash,US5,"As a clinical trial coordinator, I am interested in conducting a study to validate the effectiveness of the predictive system during non-REM and REM sleep phases, providing empirical support for its clinical use.",estimatable,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm+GPT120b+GPT20b,
original,A17,O1_mini,US8,"As a clinical trial coordinator, I want to evaluate the system’s sensitivity and specificity, so that I can validate its effectiveness in predicting apnea and hypopnea episodes.",estimatable,0,1,0.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A17,Gemini_1.5_flash,US1,"As a sleep specialist, I want to use an advanced prediction system to forecast episodes of apnea and hypopnea, enabling me to tailor treatment plans more effectively for individual patients.",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,US10,,0.333,GPT120b,"[GPT-120b] [cross_cutting_concern] US1 requires extensive collection and use of patient physiological data for prediction, while US10 mandates strict privacy and security controls that limit data collection and sharing. The two goals conflict on the amount of data that can be gathered and stored. (with ['US10'])"
original,A17,Gemini_1.5_flash,US10,"As a healthcare IT specialist, I am tasked with ensuring that the data from sleep studies are securely handled and that the systems integrating this new predictive technology comply with medical data regulations and privacy laws.",conflict_free,0,1,0.0,IGNORE,REVISED:missed,PARTNER,US1,,0.667,GPT120b+Son,"[GPT-120b] [cross_cutting_concern] US1 requires extensive collection and use of patient physiological data for prediction, while US10 mandates strict privacy and security controls that limit data collection and sharing. The two goals conflict on the amount of data that can be gathered and stored. (with ['US1']) | [cross_cutting_concern] US5 proposes a clinica"
original,A17,Gemini_1.5_flash,US10,"As a healthcare IT specialist, I am tasked with ensuring that the data from sleep studies are securely handled and that the systems integrating this new predictive technology comply with medical data regulations and privacy laws.",conflict_free,0,1,0.0,IGNORE,REVISED:missed,PARTNER,US3,,0.667,GPT120b+Son,"[Sonnet] [cross_cutting_concern] US6 requires integrating predictive algorithms into sleep monitoring equipment for real-time alerts and intervention, which implies continuous data streaming and processing. US10 requires compliance with medical data regulations and privacy laws, which may impose restrictions on real-time data handling, storage, and transmis"
original,A17,Gemini_1.5_flash,US10,"As a healthcare IT specialist, I am tasked with ensuring that the data from sleep studies are securely handled and that the systems integrating this new predictive technology comply with medical data regulations and privacy laws.",conflict_free,0,1,0.0,IGNORE,REVISED:missed,PARTNER,US4,,0.667,GPT120b+Son,"[Sonnet] [cross_cutting_concern] US6 requires integrating predictive algorithms into sleep monitoring equipment for real-time alerts and intervention, which implies continuous data streaming and processing. US10 requires compliance with medical data regulations and privacy laws, which may impose restrictions on real-time data handling, storage, and transmis"
original,A17,Gemini_1.5_flash,US10,"As a healthcare IT specialist, I am tasked with ensuring that the data from sleep studies are securely handled and that the systems integrating this new predictive technology comply with medical data regulations and privacy laws.",conflict_free,0,1,0.0,IGNORE,REVISED:missed,PARTNER,US5,,0.667,GPT120b+Son,"[GPT-120b] [cross_cutting_concern] US1 requires extensive collection and use of patient physiological data for prediction, while US10 mandates strict privacy and security controls that limit data collection and sharing. The two goals conflict on the amount of data that can be gathered and stored. (with ['US1']) | [cross_cutting_concern] US5 proposes a clinica"
original,A17,Gemini_1.5_flash,US3,"As a biomedical engineer, I want to develop and refine technologies that integrate physiological signals to predict sleep disorders accurately, enhancing diagnostic tools available to clinicians.",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,US10,,0.333,Son,"[Sonnet] [cross_cutting_concern] US3 focuses on developing and refining technologies that integrate physiological signals for accurate prediction, implying broad data collection and integration. US10 emphasizes secure handling and compliance with privacy laws, which may restrict the scope and manner of physiological data collection and integration, creating"
original,A17,Gemini_1.5_flash,US4,"As a data scientist in healthcare, I need to employ machine learning models to predict health events from polysomnography data, ensuring that the models are trained and tested to optimize sensitivity and specificity.",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,US10,,0.333,Son,"[Sonnet] [cross_cutting_concern] US4 requires employing machine learning models trained and tested on polysomnography data to optimize sensitivity and specificity, implying extensive use of patient data. US10 requires compliance with medical data regulations and privacy laws, which may limit data access, retention, and use for model training, creating a con"
original,A17,Gemini_1.5_flash,US5,"As a clinical trial coordinator, I am interested in conducting a study to validate the effectiveness of the predictive system during non-REM and REM sleep phases, providing empirical support for its clinical use.",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,US10,,0.333,GPT120b,"[GPT-120b] [cross_cutting_concern] US5 proposes a clinical trial that will gather detailed sleep‑study data from participants. US10 requires that all such data be handled in compliance with privacy regulations, creating a tension between the need for rich data for validation and the need to minimise data exposure. (with ['US10'])"
original,A18,Gemini_1.5_flash,US4,"As a medical device developer, I want to integrate this technology into AI-powered diagnostic systems for use in hospitals and clinics.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A18,Llama 3.1 70b,US5,"As a radiologist, I want to use a comprehensive verification system using TensorFlow to train and validate the proposed technique, so that I can ensure the accuracy and reliability of the diagnosis.",minimal,1,0,0.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
original,A18,Llama 3.1 70b,US1,"As a radiologist, I want to use a computer-aided diagnosis system to classify tuberculosis (TB) disease in a chest radiograph, so that I can accurately diagnose and treat patients.",independent,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US7,,0.5,Son+GPT120b,
original,A18,Llama 3.1 70b,US10,"As a healthcare administrator, I want to implement a computer-aided diagnosis system that can be used for early diagnosis and treatment of diseases in a clinical environment, so that I can improve patient outcomes and reduce healthcare costs.",independent,0,1,1.0,REVISED:false_alarm,REVISED:missed,PARTNER,US7,,0.75,Son+GPT120b+DSv3,
original,A18,Llama 3.1 70b,US2,"As a researcher, I want to develop a convolutional neural network (CNN) algorithm that can detect and classify TB disease in addition to other diseases, so that I can improve the accuracy of diagnosis.",independent,0,1,0.0,REVISED:false_alarm,IGNORE,PARTNER,US7,,0.25,DSTerm,
original,A18,Llama 3.1 70b,US3,"As a healthcare professional, I want to use a transfer learning technique that utilizes a pre-trained CNN network to classify TB disease, so that I can reduce the time and resources required for training and validation.",independent,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US7,,0.25,Son,
original,A18,Llama 3.1 70b,US4,"As a patient, I want to receive an accurate diagnosis of TB disease or other diseases using a reliable and efficient computer-aided diagnosis system, so that I can receive timely and effective treatment.",independent,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US7,,0.25,Son,
original,A18,Llama 3.1 70b,US5,"As a radiologist, I want to use a comprehensive verification system using TensorFlow to train and validate the proposed technique, so that I can ensure the accuracy and reliability of the diagnosis.",independent,0,1,1.0,REVISED:false_alarm,REVISED:missed,PARTNER,US7,,0.75,Son+DSv3+DSTerm,
original,A18,Llama 3.1 70b,US6,"As a researcher, I want to compare the area under the curve (AUC) between different CNN models to determine the most accurate method for classifying TB disease, so that I can improve the performance of the system.",independent,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US7,,1.0,Son+GPT120b+DSv3+DSTerm,
original,A18,Llama 3.1 70b,US7,"As a healthcare professional, I want to use a method that can classify multiple diseases, including atelectasis, edema, and tuberculosis, with high accuracy, so that I can provide a comprehensive diagnosis and treatment plan.",independent,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A18,Llama 3.1 70b,US8,"As a patient, I want to receive a timely and accurate diagnosis of pleural effusion and consolidation diseases, so that I can receive prompt and effective treatment.",independent,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US7,,0.25,Son,
original,A18,Llama 3.1 70b,US9,"As a radiologist, I want to use a computer-aided diagnosis system that can achieve excellent performance in classifying diseases, such as TB, atelectasis, and edema, with high AUC values, so that I can trust the accuracy of the diagnosis.",independent,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US7,,0.5,Son+GPT120b,
original,A18,Llama 3.1 70b,US3,"As a healthcare professional, I want to use a transfer learning technique that utilizes a pre-trained CNN network to classify TB disease, so that I can reduce the time and resources required for training and validation.",estimatable,0,1,0.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A19,Llama 3.1 70b,US3,"As a data analyst, I want to evaluate the performance of different machine learning models, including logistic regression, decision tree, and random forest, to predict credit card default and identify the best approach.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A19,Llama 3.1 70b,US6,"As a financial regulator, I want to ensure that banks are using robust methods to manage credit risk and prevent default, so I need to understand the performance of different predictive models and their limitations.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A19,O1_mini,US3,"As a credit analyst, I want access to predictive analytics tools that identify key factors influencing credit defaults, so that I can make informed decisions when granting credit.",estimatable,0,1,0.0,IGNORE,IGNORE,FLAGGED,,,0.333,GPT120b,
original,A2,Gemini_1.5_flash,US8,"As a developer of wearable technology for children, I want to integrate machine learning models for aggression detection into my devices to provide parents and educators with additional insights into children's behavior.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A2,Llama 3.1 70b,US6,"As a developer, I want to design a wearable device (e.g., waist-worn activity monitor) that can track physical activity data in children and transmit it to a remote server for analysis, so that I can enable remote monitoring and detection of physical-aggressive incidents.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A2,O1_mini,US8,"As a guardian, I want to view trends of my child's aggression incidents over time, so I can understand and support their behavioral development.",unambiguous,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A2,O1_mini,US10,"As a software developer, I want to integrate sensor data with existing health management systems, so comprehensive support services can be provided seamlessly",estimatable,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT120b,
original,A2,Gemini_1.5_flash,US3,"As a therapist working with aggressive children, I want objective data on their physical activity patterns to track progress in anger management and de-escalation techniques.",conflict_free,1,0,1.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,A2US9Ge,conflict,1.0,,
original,A2,Gemini_1.5_flash,US9,"As a data privacy advocate, I want assurances that any wearable device used for aggression detection collects data securely and protects children's privacy.",conflict_free,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US3,source,1.0,GPT120b+Son+DSv3,
original,A2,Llama 3.1 70b,US10,"As a system designer, I want to design a scalable and efficient system for remotely detecting and managing aggressive incidents in children, so that I can enable widespread adoption and improve the lives of children and their families.",conceptually_sound,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSTerm,
original,A20,Gemini_1.5_flash,US7,"As a data scientist, I want the system to allow for the inclusion of additional data sources (e.g., social media) to potentially improve the accuracy of drug abuse predictions.",uniform,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b,
original,A20,Gemini_1.5_flash,US9,"As a policy maker, I want to use the system's insights on the impact of environmental factors to develop targeted prevention strategies for drug abuse.",uniform,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b,
original,A20,O1_mini,US2,"As a data scientist, I want to apply logistic regression, decision tree, and random forest algorithms to drug consumption data, so that I can identify the most accurate model for predicting drug abuse.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A20,O1_mini,US6,"As a researcher, I want to analyze the influence of the Big Five personality traits on drug abuse, so that I can contribute to the academic understanding of addiction behaviors.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A20,Llama 3.1 70b,US10,"As a researcher, I want to investigate the interaction between individual factors (e.g., personality traits) and environmental factors (e.g., country of origin) on drug abuse behavior so that I can develop a comprehensive understanding of drug abuse prevention.",minimal,1,0,1.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
original,A20,Llama 3.1 70b,US5,"As a policy maker, I want to identify the most important factors contributing to drug abuse so that I can develop targeted policies to prevent drug abuse.",conceptually_sound,1,0,1.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
original,A20,O1_mini,US1,"As a public health official, I want to use machine learning models to predict individuals at risk of drug abuse based on personality traits and demographics, so that I can implement targeted prevention programs.",conceptually_sound,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A20,Llama 3.1 70b,US4,"As a machine learning model, I want to be trained on the drug consumption data using logistic regression, decision tree, and random forest algorithms so that I can predict the probability of drug abuse accurately.",atomic,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSv3,
original,A21,Llama 3.1 70b,US9,"As a freelancer, I want to be able to report instances of bias or discrimination on online freelancing marketplaces so that action can be taken to address them.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A21,Llama 3.1 70b,US3,"As an analyst, I want to examine the correlation between perceived gender and race with worker evaluations on TaskRabbit and Fiverr so that I can identify potential biases.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A21,Llama 3.1 70b,US2,"As a data collector, I want to gather information about worker profiles on TaskRabbit and Fiverr, including gender, race, customer reviews, ratings, and search rankings, so that I can analyze the data for bias.",minimal,1,0,0.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
original,A21,Gemini_1.5_flash,US3,"As a developer of an online platform, I want to ensure that the platform's algorithms and design do not perpetuate or amplify existing societal biases.",independent,0,1,0.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,US8,,0.5,Son+GPT120b,"[Sonnet] [functional] depends on ['US8'] – US3 (developer ensuring platform algorithms are bias-free) functionally depends on US8 (data scientist developing bias-detection tools). The developer cannot implement bias-free algorithms without the tools and techniques developed in US8. (avoidable: False) || [GPT-120b] [functional] depends on ['US8'] – Ensuring that platform algorithms do not perpetuate or amplify bias (US3) requires tools and techniques to identify and mitigate bias, which are provided by the data‑scientist story (US8). (avoidable: False)"
original,A21,Gemini_1.5_flash,US8,"As a data scientist, I want to develop tools and techniques to identify and mitigate bias in online platform algorithms and data.",independent,0,1,0.0,NEEDS_REVIEW,IGNORE,PARTNER,US3,,0.25,Son,
original,A21,Llama 3.1 70b,US5,"As a platform administrator, I want to ensure that my online freelancing marketplace is free from racial and gender bias so that all workers have equal opportunities.",independent,1,1,1.0,NEEDS_REVIEW,OK,PARTNER,US9,,0.25,GPT120b,
original,A21,Llama 3.1 70b,US9,"As a freelancer, I want to be able to report instances of bias or discrimination on online freelancing marketplaces so that action can be taken to address them.",independent,0,1,1.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,US5,,0.5,Son+GPT120b,"[Sonnet] [functional] depends on ['US5'] – US9 (freelancer reporting bias instances) depends on US5 (platform administrator ensuring the marketplace is free from bias) in that a reporting mechanism implies there is a platform governance structure and process to receive and act on reports. US5 establishes the administrative context that makes US9's reporting || [GPT-120b] [functional] depends on ['US5'] – The ability to report bias (US9) assumes the platform provides a reporting feature, which is part of the bias‑free environment described in US5. (avoidable: True)"
original,A21,Gemini_1.5_flash,US3,"As a developer of an online platform, I want to ensure that the platform's algorithms and design do not perpetuate or amplify existing societal biases.",atomic,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSv3,
original,A21,O1_mini,US2,"As a freelancer, I want assurance that my gender and race do not negatively impact my customer reviews and search rankings, so that I have equal opportunities to succeed on the platform.",atomic,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSv3,
original,A22,Llama 3.1 70b,US2,"As a client, I want to have an effective way to filter through the large number of freelancers applying for a posted job so that I can efficiently identify the most suitable candidate.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A22,Gemini_1.5_flash,US1,"As a client on an online labor marketplace, I want to find the best freelancer for my job, but sifting through hundreds of applicants with inflated ratings is overwhelming.",minimal,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm+GPT20b,
original,A22,Gemini_1.5_flash,US1,"As a client on an online labor marketplace, I want to find the best freelancer for my job, but sifting through hundreds of applicants with inflated ratings is overwhelming.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US3,,0.5,Son+GPT120b,[Sonnet] [functional] depends on ['US3'] – US1 (client finding the best freelancer) depends on US3's system that helps clients hire the right freelancers. The assessment/filtering system described in US3 must exist for US1's goal to be achievable. (avoidable: False)
original,A22,Gemini_1.5_flash,US2,"As a freelancer on an online labor marketplace, I want a fair and accurate assessment of my skills and experience, not just based on unreliable ratings.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US3,,0.25,Son,[Sonnet] [functional] depends on ['US3'] – US2 (freelancer wanting fair assessment) depends on the assessment system described in US3 being implemented. (avoidable: False)
original,A22,Gemini_1.5_flash,US3,"As a developer of an online labor marketplace, I want a system that helps clients hire the right freelancers for their jobs, leading to better project outcomes and increased platform satisfaction.",independent,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,"US1, US2, US4, US5, US6, US7, US8",,0.75,GPT120b+DSv3+DSTerm,"[GPT-120b] [causal] depends on ['US1', 'US8'] – The developer’s system that helps clients hire the right freelancers presupposes client‑side needs for finding and prioritising freelancers. (avoidable: False) || [DeepSeek-V3.2] [functional] depends on ['US1', 'US2', 'US4', 'US5', 'US6', 'US7', 'US8'] – US3 (Developer wants a system that helps clients hire right freelancers) is a high-level, integrative story. Its functionality depends on the outcomes, requirements, and constraints defined by almost all other stories (client needs, freelancer fairness, assessment accuracy,"
original,A22,Gemini_1.5_flash,US4,"As a data scientist, I want to explore ways to improve the accuracy and fairness of freelancer assessment on online platforms.",independent,0,1,1.0,REVISED:missed,REVISED:missed,PARTNER,US3,,0.75,Son+DSv3+DSTerm,
original,A22,Gemini_1.5_flash,US5,"As a researcher studying online labor markets, I want to understand how different factors, such as past job performance and skills, influence the success of freelancers.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US3,,0.25,DSTerm,
original,A22,Gemini_1.5_flash,US6,"As a platform user safety advocate, I want to ensure that the assessment framework is transparent and unbiased, preventing discrimination against any freelancer.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US3,,0.25,Son,[Sonnet] [functional] depends on ['US3'] – US6 (safety advocate ensuring transparency and no bias) depends on the assessment framework described in US3 existing so that it can be audited for bias. (avoidable: False)
